EE ID,SAP,ASSET TAG," Host Name"," MAC Address"," EMPLOYEE NAME",STATUS,Month,Year,DEPLOYED DATE," POSITION",BUSINESS UNIT,Operating System,Storage Location,REVISED MODEL 1," DESCRIPTION",SERIAL NO.,ACQUISITION DATE,WARRANTY EXPIRE,ACQUISITION COST,PURCHASED PRICE,ACCOUNTABILITY FORM,PO# / SI#,LAST USER,VENDOR NAME,
05-03081,100956,100957,100957,087190B5CEB7,"MANALANG, CHARLENE VILLANUEVA",Deployed,December,2025,"Dec 15, 2025",Business Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-43Q33H,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_MANALANG__CHARLENE_VILLANUEVA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-06956,100957,100958,100958,087190303A91,"OCAMPO, ADRIAN RIVERA",Deployed,"May ",2026,"May 20, 2026",Business Analyst,Delivery Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-AQ0BS9,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"CALDERON, CHRISTIAN RIVERA","VSTECS PHILS, INC.",
,100958,100959,100959,08719047C4D2,,Spare for Deploy,,,,,,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-HSNCBT,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"EVANGELISTA, ALEXANDER MENDOZA","VSTECS PHILS, INC.",
05-02513,100959,100960,100960,087190AD5F57,"MORALES, JEROME TORRES",Deployed,October,2025,"Oct 2, 2025",Payroll Specialist,Human Resources,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-WATYU7,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03194,100960,100961,100961,08719087896B,"SERRANO, LOVELY GARCIA",Deployed,February,2026,"Feb 6, 2026",Sr. Data Steward,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-E780JY,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_SERRANO__LOVELY_GARCIA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-06954,100961,100962,100962,087190DDED36,"GARCIA, FRANCIS LOPEZ",Deployed,April,2026,"Apr 30, 2026",Process Writer,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-45TYTH,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"DOMINGO, GABRIEL DELA CRUZ","VSTECS PHILS, INC.",
05-06956,100962,100963,100963,087190E1324D,"PANGANIBAN, PATRICK OLIVER RAMOS",Deployed,May,2026,"May 22, 2026",Process Writer,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-0178TQ,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"ATIENZA, JOHN PAUL LOPEZ","VSTECS PHILS, INC.",
05-06890,100963,100964,100964,0871902BD46F,"AGUILAR, DIANNE SANTOS",Deployed,September,2025,"Sep 22, 2025",CMS Administrator,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-09AP4Z,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06890,100964,100965,100965,087190E599EC,"MERCADO, JOSHUA CRUZ",Deployed,September,2025,"Sep 22, 2025",Change Management Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-YL258N,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03012,100965,100966,100966,08719001405C,"CABRERA, KENNETH VILLANUEVA",Deployed,September,2025,"Sep 29, 2025",QA Test Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-GP58Y1,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03145,100966,100967,100967,087190380EC4,"DOMINGO, SOFIA SANTOS",Deployed,November,2025,"Nov 4, 2025",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-9XAH7M,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03123,100967,100968,100968,0871901DADCA,"MENDOZA, JOSHUA LOPEZ",Deployed,October,2025,"Oct 15, 2025",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-G2YK66,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01768,100968,100969,100969,087190135FDF,"GONZALES, GABRIEL FERNANDEZ",Deployed,October,2025,"Oct 14, 2025",Sr. Recruiter,Talent Acquisition,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-YVDJK2,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-02424,100969,100970,100970,08719094B2D8,"LAXAMANA, JEROME VILLANUEVA",Deployed,December,2025,"Dec 9, 2025",Recruiter,Talent Acquisition Group (TAG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-S0AXPG,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_LAXAMANA__JEROME_VILLANUEVA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03193,100970,100971,100971,08719080A67F,"CORTEZ, ANGELO LOPEZ",Deployed,February,2026,"Feb 13, 2026",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-SUQTX7,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_CORTEZ__ANGELO_LOPEZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-02356,100971,100972,100972,Pending,"GUTIERREZ, LOVELY CASTILLO",Deployed,March,2026,"Mar 24, 2026",Sr. Section Editor,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-VBSND8,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06958,100972,100973,100973,Pending,"TOLENTINO, SOFIA GARCIA",Deployed,June,2026,"Jun 24, 2026",Machine Learning Operations Specialist,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-KK073B,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"REYES, CHRISTIAN FLORES","VSTECS PHILS, INC.",
05-03215,100973,100974,100974,087190F8CD59,"DOMINGO, DOMINIC MERCADO",Deployed,June,2026,"Jun 19, 2026",Automation Engineer,Delivery Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-KYHJ2D,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"JAVIER, NICOLE CRUZ","VSTECS PHILS, INC.",
05-03191,100974,100975,100975,087190CD9279,"GONZALES, DIANNE TORRES",Deployed,November,2025,"Nov 28, 2025",Sr. Software Engineer (Fullstack),Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-H6053H,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"SORIANO, MONIQUE RIVERA","VSTECS PHILS, INC.",
05-03079,100975,100976,100976,087190353F06,"NAVARRO, JEROME GARCIA",Deployed,October,2025,"Oct 23, 2025",Jr. Application Support Specialist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-4T3MRW,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03125,100976,100977,100977,0871903E8E43,"LOPEZ, BIANCA RAMOS",Deployed,October,2025,"Oct 15, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-GSZ5PH,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03196,100977,100978,100978,087190751E6E,"CABRERA, CARLO AQUINO",Deployed,March,2026,"Mar 27, 2026",Project Manager (Scrum Master),Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-BJ34E2,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_CABRERA__CARLO_AQUINO.pdf,PO 4700001922,"ILAGAN, JOHN PAUL TORRES","VSTECS PHILS, INC.",
05-01662,100978,100979,100979,0871905D0CC9,"GARCIA, CARLO RIVERA",Deployed,October,2025,"Oct 8, 2025",Technical Solutions Lead,Digital Solutions Group (DSG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-N9A2HF,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03125,100979,100980,100980,087190A1A1A9,"PANGANIBAN, JUAN CARLOS RIVERA",Deployed,October,2025,"Oct 21, 2025",Software Engineering,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-27MDPF,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
,100980,100981,100981,0871902880DA,,Spare for Deploy,,,,,,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-9VL7MA,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"AGUILAR, KATHERINE ROSE BAUTISTA","VSTECS PHILS, INC.",
05-02468,100981,100982,100982,087190208022,"ATIENZA, ERIKA LOPEZ",Deployed,October,2025,"Oct 2, 2025",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-30DEZC,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-02452,100982,100983,100983,0871909F7C8D,"PANGANIBAN, SOFIA GARCIA",Deployed,January,2026,"Jan 6, 2026",PMO Service Manager,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-KDHB0Q,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_PANGANIBAN__SOFIA_GARCIA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03126,100983,100984,100984,087190BA5D33,"MALABANAN, PAULO MIGUEL DELA CRUZ",Deployed,December,2025,"Dec 17, 2025",Solutions Architect,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-TLB2P3,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_MALABANAN__PAULO_MIGUEL_DELA_CRUZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03105,100984,100985,100985,0871902C8731,"SORIANO, MARK ANTHONY MENDOZA",Deployed,January,2026,"Jan 14, 2026",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-R9DB7V,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_SORIANO__MARK_ANTHONY_MENDOZA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-02311,100985,100986,100986,08719061E081,"DEL ROSARIO, ERIKA AQUINO",Deployed,October,2025,"Oct 2, 2025",Lead Data Architect,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-1558J1,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01640,100986,100987,100987,087190966CEF,"SORIANO, ANGELA MAE AQUINO",Deployed,October,2025,"Oct 2, 2025",Sr. Sourcing Speacialist,Talent Acquisition Group (TAG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-QY43RG,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03212,100987,100988,100988,087190D0CBDD,"AQUINO, FRANCIS BAUTISTA",Deployed,April,2026,"Apr 24, 2026",Application Support Specialist (Data Operations),Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-X5YJLL,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_AQUINO__FRANCIS_BAUTISTA.pdf,PO 4700001922,"BAUTISTA, NICOLE CASTILLO","VSTECS PHILS, INC.",
05-06945,100988,100989,100989,08719041F57B,"DOMINGO, JUAN CARLOS CASTILLO",Deployed,February,2026,"Feb 13, 2026",Solutions Designer,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-DTBNLE,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_DOMINGO__JUAN_CARLOS_CASTILLO.pdf,PO 4700001922,"SANTOS, ANGELA MAE CASTILLO","VSTECS PHILS, INC.",
05-03148,100989,100990,100990,087190D00CA0,"CASTILLO, CARLO TORRES",Deployed,October,2025,"Oct 2, 2025",Cloud Incident Response Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-34KCFB,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03083,100990,100991,100991,08719093AE4C,"FRANCISCO, PATRICK OLIVER CASTILLO",Deployed,March,2026,"Mar 6, 2026",Sr. UI/UX Designer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-C9ANKU,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"NAVARRO, DOMINIC MENDOZA","VSTECS PHILS, INC.",
05-01615,100991,100992,100992,0871902AC390,"CASTILLO, JASMIN SANTOS",Deployed,October,2025,"Oct 15, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-NTPYVN,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03147,100992,100993,100993,087190EF0F8F,"CASTRO, VINCENT GARCIA",Deployed,October,2025,"Oct 2, 2025",Service Desk Specialist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-5N6N2G,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06871,100993,100994,100994,0871904B5EAE,"GONZALES, LOVELY RIVERA",Deployed,October,2025,"Oct 14, 2025",QA Engineer,Client Based New Biz,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-SPWXX6,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03190,100994,100995,100995,087190F0162F,"PASCUAL, CHRISTINE JOY TORRES",Deployed,October,2025,"Oct 30, 2025",Finance Analyst,Finance,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-21UWJJ,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01727,100995,100996,100996,0871905E5809,"RAMOS, MONIQUE MENDOZA",Deployed,October,2025,"Oct 17, 2025",Business Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-M1Q7UZ,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03122,100996,100997,100997,087190FBAF55,"DEL ROSARIO, DOMINIC CRUZ",Deployed,October,2025,"Oct 2, 2025",Business Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-RL464X,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06891,100997,100998,100998,087190F46347,"MIRANDA, ANGELA MAE MENDOZA",Deployed,October,2025,"Oct 16, 2025",Project Manager,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-6KXTHU,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03190,100998,100999,100999,0871905CE8C3,"MENDOZA, MICHAEL ANGELO DELA CRUZ",Deployed,October,2025,"Oct 30, 2025",Sr. Software Engineer (Fullstack),Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-FKR2AR,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03215,100999,101000,101000,Pending,"DOMINGO, VINCENT CASTILLO",Deployed,May,2026,"May 29, 2026",Sr. Automation Engineer,Delivery Group,MacOS,CAB 4-C (Refresh)," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-647P1N,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03146,101000,101001,101001,08719066AF8C,"MIRANDA, ANDREA GAIL GARCIA",Deployed,November,2025,"Nov 27, 2025",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-Y5GYGM,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03215,101001,101002,101002,08719039B48C,"CRUZ, ALEXANDER LOPEZ",Deployed,June,2026,"Jun 24, 2026",Sr. Operations Support Analyst,Delivery Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-YBGD30,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_CRUZ__ALEXANDER_LOPEZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-06952,101002,101003,101003,08719033D079,"GARCIA, BEATRICE MENDOZA",Deployed,April,2026,"Apr 17, 2026",Business Analyst,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-TZSFZW,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_GARCIA__BEATRICE_MENDOZA.pdf,PO 4700001922,"ALCANTARA, ADRIAN CASTILLO","VSTECS PHILS, INC.",
05-02495,101003,101004,101004,0871900C1743,"GONZALES, ERIKA CASTILLO",Deployed,December,2025,"Dec 12, 2025",Data Operations Associate,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-AZNRE1,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_GONZALES__ERIKA_CASTILLO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-01701,101004,101005,101005,08719076E1C0,"NAVARRO, KATHERINE ROSE LOPEZ",Deployed,December,2025,"Dec 17, 2025",Service Desk Lead,Digital Solutions Group (DSG),MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-ALVRZ1,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_NAVARRO__KATHERINE_ROSE_LOPEZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03054,101005,101006,101006,08719076E1C0,"CRUZ, MARK ANTHONY CASTILLO",Deployed,December,2025,"Dec 12, 2025",Sr. Business Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-5R86NP,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_CRUZ__MARK_ANTHONY_CASTILLO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
,101006,101007,101007,087190BBACB7,,Spare for Deploy,,,,,,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-CRT4ZT,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"VILLANUEVA, CHARLENE MENDOZA","VSTECS PHILS, INC.",
,101007,101008,101008,0871906B9B6E,,Spare for Deploy,,,,,,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-JL15QK,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03105,101008,101009,101009,0871900FE73B,"SALAZAR, JUAN CARLOS RAMOS",Deployed,December,2025,"Dec 16, 2025",Sr. Penetration Tester,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-BLSVQY,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_SALAZAR__JUAN_CARLOS_RAMOS.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-02449,101009,101010,101010,087190BE9038,"AQUINO, KEVIN VILLANUEVA",Deployed,"December ",2025,"Dec 19, 2025",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-E9VMZW,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_AQUINO__KEVIN_VILLANUEVA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03038,101010,101011,101011,0871906D9A62,"BERNARDO, PAULO MIGUEL DELA CRUZ",For Pick up,December,2025,"Dec 19, 2025",Systems Engineer,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-WJWR91,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_BERNARDO__PAULO_MIGUEL_DELA_CRUZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03215,101011,101012,101012,08719063CFD1,"CORTEZ, BEATRICE RIVERA",Deployed,July,2026,"Jul 10, 2026",Scrum Master,Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-P6K34A,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"MANALANG, ROCHELLE LOPEZ","VSTECS PHILS, INC.",
05-03193,101012,101013,101013,087190F9028E,"AQUINO, ROCHELLE GARCIA",Deployed,February,2026,"Feb 6, 2026",Application Support Specialist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-JRH8FF,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_AQUINO__ROCHELLE_GARCIA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
,101013,101014,101014,087190A64D69,,Spare for Deploy,,,,,,MacOS,CAB 4D," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-SJNSS3,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
