xr,EE Name,Laptop Description,Asset Tag,Serial Number,,Laptop Hostname,Host Name,MAC Address,Remarks,ADDRESS,Contact No.,Status,Tech POC,Updated to Master Tracker (Yes or No),,,,,
05-03149,"DEL ROSARIO, FRANCIS FLORES",ACER TRAVELMATE P214 i7,YONDU102493,SN-VE0YZG,,YONDU102493,YONDU102493,087190C86860,,,,,,,,,,,
05-03151,"AQUINO, ANGELA MAE RAMOS",ACER TRAVELMATE P214 i7,YONDU102598,SN-J4GR05,,YONDU102598,YONDU102598,0871903F8868,,,,,,,,,,,
05-03125,"PANGANIBAN, JUAN CARLOS RIVERA",ACER TRAVELMATE P215 i7,YONDU102909,,,YONDU102909,YONDU102909,,Repaired Laptop,,,,,,,,,,
05-03054,"TOLENTINO, KENNETH TORRES",ACER TRAVELMATE P215 i7,YONDU102910,SN-877JGZ,,YONDU102910,YONDU102910,,,,,,,,,,,,
05-01773,"DOMINGO, CHRISTINE JOY MENDOZA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100337,SN-VPTW5A,,100337,100337,,Tempo Laptop,,,,,,,,,,
,,,YONDU102911,,,YONDU102911,YONDU102911,,,,,,,,,,,,
,,ACER TRAVELMATE P214 i7,,,,,,,,,,,,,,,,,
05-03146,"MORALES, KATHERINE ROSE VILLANUEVA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100477,SN-2TLGEG,,100477,100477,08719038318F,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/4/2025,"Unit 202, 146 Rizal Avenue, Brgy. Poblacion, Bacoor City, Cavite",9201598275,,,,,,,,
05-03150,"TORRES, GABRIEL TORRES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100343,SN-1E9Z5F,,100343,100343,087190C8CAD1,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/4/2025,"Unit 902, 70 Governor Drive, Brgy. Poblacion, Quezon City, Metro Manila",9662599865,,,,,,,,
05-03150,"DEL ROSARIO, PATRICIA ANNE GARCIA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100380,,,100380,100380,087190836340,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/4/2025,"Unit 602, 175 Shaw Boulevard, Brgy. Bel-Air, Santa Rosa City, Laguna",9200502720,,,,,,,,
05-03151,"PANGANIBAN, ALEXANDER MENDOZA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100248,SN-9QBYNZ,,100248,100248,0871906F87CD,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/4/2025,"Unit 2302, 200 Rizal Avenue, Brgy. Poblacion, Las Piñas City, Metro Manila",9173261070,,,,,,,,
05-03151,"ALCANTARA, DOMINIC MERCADO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100286,SN-GKGAEC,,100286,100286,08719027A3A0,Rehire- Technology Group - Cluster 1 - SITE PICK UP 4/4/2025,"Unit 1802, 82 Ortigas Avenue, Brgy. Palanan, Santa Rosa City, Laguna",9200135257,,,,,,,,
05-06875,"TORRES, JASMIN MERCADO","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100563,PF-YUQPM4,,100563,100563,08719059BEF2,New Hire- Client Based New Biz- New Biz Deployed - C2 - SITE PICK UP 4/4/2025,"Unit 3002, 172 Boni Avenue, Brgy. Kapitolyo, Taguig City, Metro Manila",9270513549,,,,,,,,
05-06875,"GARCIA, MARIA CLARA AQUINO","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100565,PF-L5BKU6,,100565,100565,,New Hire- Technology Group - Cloud - TRANSFORTIFY 4/3/2025,"Unit 402, 213 Rizal Avenue, Brgy. Alabang, Bacoor City, Cavite",9666972749,,,,,,,,
05-06875,"SALAZAR, CARLO CASTILLO","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100564,PF-8N3A0Q,,100564,100564,087190B4DBB1,New Hire- Client Based New Biz- New Biz Deployed - C2 - SITE PICK UP 4/4/2025,"Unit 3602, 186 Bonifacio High St, Brgy. Moonwalk, Calamba City, Laguna",9669882658,,,,,,,,
05-03150,"ILAGAN, MARIA CLARA DELA CRUZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100561,PF-ZTH0X3,,100561,100561,0871900D6653,New Hire- Technology Group - Cloud - SITE PICK UP 4/3/2025,"Unit 302, 36 Dr. A. Santos Ave, Brgy. Ugong, Mandaluyong City, Metro Manila",9059972800,,,,,,,,
05-06877,"CASTILLO, LOVELY FERNANDEZ","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB RAM, 512GB SSD",100652,SN-38CBE8,,100652,100652,0871903BC924,New Hire- Client Based New Biz- New Biz Deployed - C2 - SITE PICK UP 4/4/2025,"Unit 1702, 66 Alabang-Zapote Road, Brgy. BF Homes, Quezon City, Metro Manila",9207402331,,,,,,,,
05-03151,"CASTILLO, CAMILLE TORRES","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100562,PF-LDLJJK,,100562,100562,08719027E688,New Hire- Technology Group - Cluster 3 - SITE PICK UP 4/4/2025,"Unit 1802, 53 Rizal Avenue, Brgy. Alabang, Las Piñas City, Metro Manila",9176551534,,,,,,,,
05-03151,"PANGANIBAN, ALYSSA MARIE MERCADO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100162,SN-4YW7BN,,100162,100162,0871906B1F30,New Hire-Products and Innovation-PAI- SITE PICK UP 4/4/2025,"Unit 402, 147 Marcos Highway, Brgy. San Lorenzo, Parañaque City, Metro Manila",9179847247,,,,,,,,
CON-00021,"LOPEZ, RAFAEL FLORES","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100566,PF-J47VA0,,100566,100566,0871900F5957,Consultant - Legal- Legal & Compliance - REPLACEMENT,,,,,,,,,,
,,,YONDU102912,,,YONDU102912,YONDU102912,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-03167,"DAVID, MONIQUE MENDOZA",ACER TRAVELMATE P214 i7,YONDU102455,,,YONDU102455,YONDU102455,,New Hire- Technology Group - Cluster 3 - SITE PICK UP 4/11/2025,"Unit 1402, 245 Marcos Highway, Brgy. Ugong, Antipolo City, Rizal",9205389945,,,,,,,,
05-03150,"ATIENZA, ERIKA FLORES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100371,SN-PYK2PU,,100371,100371,087190CE5279,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/11/2025,"Unit 102, 201 Commonwealth Avenue, Brgy. Bagong Ilog, Pasig City, Metro Manila",9052237480,,,,,,,,
05-06877,"EVANGELISTA, PATRICK OLIVER AQUINO","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100087,SN-APP8P9,,100087,100087,0871903A9F7E,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 4/11/2025,"Unit 3902, 151 Katipunan Avenue, Brgy. Bel-Air, Parañaque City, Metro Manila",9181255145,,,,,,,,
05-03151,"GONZALES, STEPHANIE BAUTISTA",ACER TRAVELMATE P215 i7,102687,SN-DUSJHT,,102687,102687,087190344607,New Hire- Technology Group - Cloud - SITE PICK UP 4/11/2025,"Unit 3602, 23 Dr. A. Santos Ave, Brgy. Ugong, Pasig City, Metro Manila",9209242174,,,,,,,,
05-03150,"SALAZAR, GABRIEL AQUINO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100418,SN-N51JKJ,,100418,100418,087190694C35,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/11/2025,"Unit 1702, 185 Commonwealth Avenue, Brgy. San Lorenzo, Taguig City, Metro Manila",9055767129,,,,,,,,
05-06875,"HERNANDEZ, ANGELO TORRES",ACER TRAVELMATE P214 i7,YONDU102476,SN-LF4CVM,,YONDU102476,YONDU102476,087190FD8C7A,New Hire- Technology Group - Cloud - SITE PICK UP 4/11/2025,"Unit 3302, 149 Aurora Boulevard, Brgy. Alabang, Calamba City, Laguna",9177519557,,,,,,,,
05-01616,"DOMINGO, ALYSSA MARIE CASTILLO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100442,SN-PBQDNV,,100442,100442,087190F75E50,,,,,,,,,,,
05-03940,"SALAZAR, NICOLE FERNANDEZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100483,SN-ZJG7ZW,,100483,100483,087190C7E7C2,,,,,,,,,,,
,,,YONDU102913,,,YONDU102913,YONDU102913,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-03167,"JAVIER, JASMIN RIVERA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100420,SN-7EP8D5,,100420,100420,087190392A8A,New Hire- Technology Group - Cloud - SITE PICK UP 4/25/2025,"Unit 3302, 1 Commonwealth Avenue, Brgy. Greenhills, Taguig City, Metro Manila",9208342993,,,,,,,,
05-03151,"SERRANO, ALYSSA MARIE CASTILLO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100660,SN-RBEJL8,,100660,100660,0871907B3E26,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 2702, 7 Alabang-Zapote Road, Brgy. Bagong Ilog, Antipolo City, Rizal",9270420293,,,,,,,,
05-03167,"PASCUAL, CHRISTINE JOY MERCADO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100505,SN-GVH3UY,,100505,100505,08719046B0E8,New Hire- Technology Group - Cloud - SITE PICK UP 4/25/2025,"Unit 3002, 164 Bonifacio High St, Brgy. Moonwalk, Quezon City, Metro Manila",9177312025,,,,,,,,
05-03167,"ILAGAN, ALEXANDER MERCADO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100314,SN-DTT6YF,,100314,100314,0871908CE0F9,New Hire- Technology Group - Cloud - LBC 4/25/2025,"Unit 1902, 126 Rizal Avenue, Brgy. Kapitolyo, Quezon City, Metro Manila",9201597316,,,,,,,,
05-06879,"MANALANG, ALEXANDER TORRES","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100121,SN-HYP2VZ,,100121,100121,0871909EE4B6,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 4/25/2025,"Unit 2602, 32 Commonwealth Avenue, Brgy. Palanan, Antipolo City, Rizal",9050570547,,,,,,,,
05-03151,"RIVERA, ANGELA MAE FLORES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100658,SN-6Y1BWS,,100658,100658,0871909488B3,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 2602, 217 Ortigas Avenue, Brgy. Kapitolyo, Santa Rosa City, Laguna",9203788633,,,,,,,,
05-06877,"RIVERA, ANGELO CASTILLO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100659,SN-MMC48Q,,100659,100659,087190AFB5FA,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 2802, 40 Shaw Boulevard, Brgy. San Antonio, Pasig City, Metro Manila",9173910135,,,,,,,,
05-03151,"CORPUZ, CHRISTINE JOY FERNANDEZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100661,SN-R62X05,,100661,100661,087190AA37FE,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 1902, 232 Alabang-Zapote Road, Brgy. Kapitolyo, Antipolo City, Rizal",9185588383,,,,,,,,
05-03151,"AGUILAR, DIANNE FLORES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100662,SN-GTLVHV,,100662,100662,087190329BA8,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 3202, 144 Governor Drive, Brgy. Kapitolyo, Santa Rosa City, Laguna",9271552182,,,,,,,,
05-03151,"ESGUERRA, LOVELY CRUZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100663,SN-EUYWK0,,100663,100663,0871904E2D65,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 702, 169 Alabang-Zapote Road, Brgy. Loyola Heights, Las Piñas City, Metro Manila",9178316995,,,,,,,,
05-03167,"CABRERA, KENNETH AQUINO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100664,SN-ZDVJAC,,100664,100664,0871905C171E,New Hire- Technology Group - Cloud - SITE PICK UP 4/25/2025,"Unit 2702, 155 Ayala Avenue, Brgy. San Antonio, Makati City, Metro Manila",9206110041,,,,,,,,
05-03167,"ATIENZA, DENISE VILLANUEVA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100665,SN-DX43G4,,100665,100665,087190D82023,New Hire- Technology Group - Cluster 1 - LBC 4/25/2025,"Unit 2302, 247 Bonifacio High St, Brgy. Bel-Air, Bacoor City, Cavite",9279700221,,,,,,,,
05-03167,"DEL ROSARIO, DOMINIC MENDOZA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100666,SN-2H0A1X,,100666,100666,087190B2DE9C,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 402, 234 Marcos Highway, Brgy. Bagong Ilog, Calamba City, Laguna",9058102714,,,,,,,,
05-03168,"FRANCISCO, MARIA CLARA VILLANUEVA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100667,SN-41QGPY,,100667,100667,087190D0ADA7,New Hire- Technology Group - Cluster 1 - SITE PICK UP 4/25/2025,"Unit 3802, 144 Shaw Boulevard, Brgy. Poblacion, Calamba City, Laguna",9170843447,,,,,,,,
05-06877,"PANGANIBAN, BIANCA FERNANDEZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100567,PF-KRJBRM,,100567,100567,,New Hire- Client Based New Biz- New Biz Deployed - C2 - SITE PICK UP 4/25/2025,"Unit 2602, 12 Boni Avenue, Brgy. Palanan, Makati City, Metro Manila",,,,,,,,,
05-06880,"LAXAMANA, CHARLENE CRUZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100569,PF-SCYW8G,,100569,100569,087190787407,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 4/25/2025,"Unit 3602, 33 Commonwealth Avenue, Brgy. Moonwalk, Taguig City, Metro Manila",9203551334,,,,,,,,
05-06878,"GONZALES, KATHERINE ROSE MENDOZA","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100570,PF-JDDXD6,,100570,100570,087190B5C56C,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 4/25/2025,"Unit 2002, 240 Governor Drive, Brgy. BF Homes, Taguig City, Metro Manila",9203751630,,,,,,,,
05-03168,"PANGANIBAN, DENISE DELA CRUZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100571,PF-KKGAAP,,100571,100571,0871901A6855,New Hire- Technology Group - Cluster 3 - SITE PICK UP 4/25/2025,"Unit 2302, 203 Commonwealth Avenue, Brgy. Loyola Heights, Imus City, Cavite",9054446322,,,,,,,,
05-03168,"DAVID, LOVELY CASTILLO","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100572,PF-LS7T4H,,100572,100572,,New Hire- Technology Group - Cloud - SITE PICK UP 4/25/2025,"Unit 502, 227 Alabang-Zapote Road, Brgy. Greenhills, Antipolo City, Rizal",9203710541,,,,,,,,
05-06880,"NATIVIDAD, BIANCA RAMOS","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100575,PF-81XGW9,,100575,100575,087190500075,New Hire- Technology Group - Cluster 3 - SITE PICK UP 4/25/2025,"Unit 802, 177 Rizal Avenue, Brgy. San Lorenzo, Antipolo City, Rizal",9179222664,,,,,,,,
05-03145,"AQUINO, FRANCIS TORRES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100513,SN-7ZRD8U,,100513,100513,,,,,,,,,,,,
05-03150,"DAVID, JOSHUA MENDOZA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100668,SN-G88T0D,,100668,100668,087190F6D1A1,,,,,,,,,,,
05-02474,"BAUTISTA, BIANCA GARCIA",ACER TRAVELMATE P214 i7,102914,SN-AT83U3,,102914,102914,,,,,,,,,,,,
05-03168,"DEL ROSARIO, MARK ANTHONY FLORES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100669,SN-9Q2AK3,,100669,100669,,New Hire- Talent Acquisition - Globe Recruitment - SITE PICK UP 4/25/2025,"Unit 1102, 74 Bonifacio High St, Brgy. Poblacion, Santa Rosa City, Laguna",9051878322,,,,,,,,
05-03151,"LOPEZ, CAMILLE MENDOZA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100670,SN-ZWJRXS,,100670,100670,087190D4AF04,New Hire- Technology Group - Cluster 1 - TRANSPORTIFY 4/25/2025,"Unit 3702, 136 Shaw Boulevard, Brgy. Ugong, Calamba City, Laguna",9661332697,,,,,,,,
05-03106,"HERNANDEZ, PAULO MIGUEL RAMOS","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100551,PF-U2TK3Q,,100551,100551,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-06873,"SERRANO, PAULO MIGUEL DELA CRUZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100552,PF-1QJPH9,,100552,100552,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-03124,"SALAZAR, MARCO CASTILLO","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100553,PF-J5FT8K,,100553,100553,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-03106,"DEL ROSARIO, JOSHUA BAUTISTA","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100554,PF-JDALAA,,100554,100554,0871901C4BFF,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-03057,"ESGUERRA, CHRISTIAN RAMOS","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100556,PF-J6B6MB,,100556,100556,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-02356,"DEL ROSARIO, ALEXANDER RAMOS","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100557,PF-3954BY,,100557,100557,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-05048,"BAUTISTA, PATRICIA ANNE TORRES","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100558,PF-WJ2BSA,,100558,100558,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-01120,"VALDEZ, DENISE LOPEZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100559,PF-BDWC06,,100559,100559,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-01092,"SORIANO, STEPHANIE MENDOZA","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100560,PF-0CXU39,,100560,100560,,Asset Refresh - SITE PICK UP 4/22/2025,,,,,,,,,,
05-02380,"PANGANIBAN, MARIA CLARA MERCADO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100470,SN-WB04FG,,100470,100470,,Asset Refresh - SITE PICK UP 4/24/2025,,,,,,,,,,
,,,YONDU102915,,,YONDU102915,YONDU102915,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-06875,"TORRES, LOVELY LOPEZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100672,SN-01VQQP,,100672,100672,08719043B203,New Hire- Technology Group - Cluster 1 - SITE PICK UP 5/2/2025,,,,,,,,,,
05-03167,"DELA CRUZ, ALYSSA MARIE FLORES","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100457,SN-F2RCSX,,100457,100457,08719092B100,New Hire- Technology Group - Cluster 1 - SITE PICK UP 5/2/2025,,,,,,,,,,
05-06877,"SORIANO, DIANNE BAUTISTA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB, 512GB",100378,SN-M52L5H,,100378,100378,08719059D06A,New Hire- Client Based Globe - Globe Deployed - SITE PICK UP 5/2/2025,,,,,,,,,,
05-06878,"DOMINGO, SOFIA MENDOZA","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",100132,SN-R2X7L4,,100132,100132,087190E8BD46,New Hire- Technology Group - Cluster 1 - SITE PICK UP 5/2/2025,,,,,,,,,,
05-06879,"DAVID, BEATRICE CRUZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100673,SN-Y7WD3C,,100673,100673,087190AE0689,New Hire- Technology Group - Cloud - SITE PICK UP 5/2/2025,,,,,,,,,,
05-03169,"PANGANIBAN, ROCHELLE GARCIA",ACER TRAVELMATE P215 i7,102787,SN-WZKREE,,102787,102787,087190F58AF2,New Hire- Technology Group - Platforms  - SITE PICK UP 5/2/2025,,,,,,,,,,
05-03148,"CORPUZ, MARIA CLARA RIVERA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100671,SN-2JJMSK,,100671,100671,087190D7CE6B,Asset Replacement - Tempo Laptop - SITE PICK UP 5/2/2025,,,,,,,,,,
05-01073,"LAXAMANA, KATHERINE ROSE FERNANDEZ",ACER TRAVELMATE P215 i7,100047,SN-MVAU0E,,100047,100047,08719024351D,,,,,,,,,,,
05-03057,"MORALES, GABRIEL FLORES","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100595,PF-7NC64R,,100595,100595,,Asset Refresh - SITE PICK UP 4/30/2025,,,,,,,,,,
05-03102,"BAUTISTA, ANDREA GAIL FLORES","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100620,PF-8SUSKX,,100620,100620,,Asset Refresh - SITE PICK UP 4/30/2025,,,,,,,,,,
05-01069,"DAVID, VINCENT BAUTISTA","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100600,PF-VGL4DA,,100600,100600,,Asset Refresh - SITE PICK UP 4/30/2025,,,,,,,,,,
05-01773,"MALABANAN, ALEXANDER GARCIA","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100617,PF-JFQUYT,,100617,100617,,Asset Refresh - SITE PICK UP 4/30/2025,,,,,,,,,,
05-02356,"FRANCISCO, ANGELA MAE RIVERA","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100624,PF-LMMYVM,,100624,100624,,Asset Refresh - SITE PICK UP 5/2/2025,,,,,,,,,,
05-03089,"PANGANIBAN, MARCO DELA CRUZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100622,PF-0ZALHB,,100622,100622,087190C2C1D0,Asset Refresh - SITE PICK UP 5/2/2025,,,,,,,,,,
,,,YONDU102915,,,YONDU102915,YONDU102915,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-03012,"CABRERA, KENNETH VILLANUEVA",ACER TRAVELMATE P215 i7,YONDU102916,SN-UDHLPL,,YONDU102916,YONDU102916,,,,,,,,,,,,
05-02513,"CASTRO, PATRICIA ANNE FERNANDEZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100613,PF-BMLVBY,,100613,100613,,Asset Refresh - SITE PICK UP 5/5/2025,,,,,,,,,,
05-02513,"MANALANG, DOMINIC SANTOS","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100619,PF-JLPVLM,,100619,100619,,Asset Refresh - SITE PICK UP 5/5/2025,,,,,,,,,,
05-04845,"TOLENTINO, JASMIN GARCIA",ACER TRAVELMATE P214 i7,YONDU102623,SN-U8FBN5,,YONDU102623,YONDU102623,,,,,,,,,,,,
05-03102,"DAVID, PAULO MIGUEL DELA CRUZ","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100598,PF-AUZ4PW,,100598,100598,,,,,,,,,,,,
05-03151,"LOPEZ, PAULO MIGUEL LOPEZ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100755,SN-ZMPTRN,NXVPXSP041226070947600,100755,100755,0871900A16BA,,"Unit 3802, 207 Katipunan Avenue, Brgy. Loyola Heights, Makati City, Metro Manila",9189952665,,,,,,,,
05-06879,"GARCIA, MARCO CASTILLO",ACER TRAVELMATE P214 i7,102917,SN-FWSL3N,,102917,102917,,New Hire- Technology Group - Cloud - SITE PICK UP 5/9/2025,"Unit 3802, 114 Alabang-Zapote Road, Brgy. Loyola Heights, Makati City, Metro Manila",9182722862,,,,,,,,
05-03169,"SANTOS, ALYSSA MARIE MERCADO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100756,SN-5AV4ME,,100756,100756,08719094FAAD,,"Unit 3202, 76 Shaw Boulevard, Brgy. Bagong Ilog, Antipolo City, Rizal",9180675134,,,,,,,,
05-03169,"RAMOS, GABRIEL MERCADO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100757,SN-GBWH81,,100757,100757,087190475C9F,,"Unit 1702, 118 Rizal Avenue, Brgy. Loyola Heights, Muntinlupa City, Metro Manila",9209603375,,,,,,,,
05-03169,"TOLENTINO, STEPHANIE CASTILLO","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100758,SN-RZCTCD,,100758,100758,0871903A33F5,,"Unit 2402, 231 Katipunan Avenue, Brgy. Loyola Heights, Calamba City, Laguna",9183787438,,,,,,,,
05-03169,"CORTEZ, MICHAEL ANGELO RIVERA","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",100759,SN-FYSDLL,,100759,100759,087190560710,,"Unit 702, 21 Commonwealth Avenue, Brgy. Wack-Wack, Antipolo City, Rizal",9056201911,,,,,,,,
05-06881,"MERCADO, JOSHUA MERCADO","Macbook PRO 14"" M3 Chip 8Gb RAM 512Gb SSD",100216,,,100216,100216,087190D96C57,,"Unit 102, 103 Aguinaldo Highway, Brgy. Pinyahan, Parañaque City, Metro Manila",9177932581,,,,,,,,
05-03037,"GONZALES, DANIEL JOSEPH MENDOZA","LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",100618,PF-89U9EC,,100618,100618,,Asset Refresh - SITE PICK UP 5/7/2025,,,,,,,,,,
